"Provider","Category","Sku","Tier","Region","RegionDisplay","Available"
"Microsoft.Compute","Compute","Standard_E16-8s_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16-8s_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","francecentral","France Central","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E160ads_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","francecentral","France Central","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E160as_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16a_v4","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16ads_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v4","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16as_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16as_v7","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16bds_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16bs_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16d_v4","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16d_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v4","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","francecentral","France Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","germanywestcentral","Germany West Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","northeurope","North Europe","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","norwaywest","Norway West","no"
